,INSTNM,WEBADDR,DISAURL
745,Guam Community College,https://www.guamcc.edu/sitemap.xml,An error occurred while accessing sitemap of https://guamcc.edu/student-life/accommodative-services/sitemap.xml: 404 Client Error: Not Found for url: https://guamcc.edu/student-life/accommodative-services/sitemap.xml
746,University of Guam,https://www.uog.edu/sitemap.xml,https://www.uog.edu/administration/administration-finance/human-resources/eeoadatitle-ix-office#Documents--Resources/sitemap.xml
747,Northern Marianas College,An error occurred while accessing sitemap of https://www.marianas.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.marianas.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.marianas.edu/disability-support/sitemap.xml: 404 Client Error: Not Found for url: https://www.marianas.edu/disability-support/sitemap.xml
748,Colegio Universitario de San Juan,"An error occurred while validating https://www.cunisanjuan.edu: HTTPSConnectionPool(host='www.cunisanjuan.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))","An error occurred while validating https://www.cunisanjuan.edu: HTTPSConnectionPool(host='www.cunisanjuan.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))"
749,Puerto Rico Conservatory of Music,https://cmpr.edu/sitemap.xml,An error occurred while accessing sitemap of http://cmpr.edu/estudiantes is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://cmpr.edu/estudiantes%20is%20not%20a%20valid%20website/sitemap.xml
750,Escuela de Artes Plasticas y Diseno de Puerto Rico,https://www.eap.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.eap.edu/estudiantiles/servicios-a-estudiantes-con-impedimentos/sitemap.xml: 404 Client Error: Not Found for url: https://www.eap.edu/estudiantiles/servicios-a-estudiantes-con-impedimentos/sitemap.xml
751,University of Puerto Rico-Aguadilla,https://www.uprag.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprag.edu/servicio-a-estudiantes-con-impedimentos/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprag.edu/servicio-a-estudiantes-con-impedimentos/sitemap.xml
752,University of Puerto Rico-Arecibo,https://www.upra.edu/sitemap.xml,https://upra.edu/estudiantes/osei/sitemap.xml
753,University of Puerto Rico-Bayamon,https://www.uprb.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprb.edu/contactanos/decanato-de-asuntos-estudiantiles/estudiantes-universitarios-con-impedimentos-oseui/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprb.edu/contactanos/decanato-de-asuntos-estudiantiles/estudiantes-universitarios-con-impedimentos-oseui/sitemap.xml
754,University of Puerto Rico-Carolina,https://www.uprc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprc.edu/oficina-de-servicios-a-estudiantes-con-impedimentos-osei-y-ley-51/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprc.edu/oficina-de-servicios-a-estudiantes-con-impedimentos-osei-y-ley-51/sitemap.xml
755,University of Puerto Rico at Cayey,https://www.cayey.upr.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.cayey.upr.edu/centro-interdisciplinario-de-desarrollo-estudiantil/oficina-de-servicios-a-estudiantes-con-impedimentos/sitemap.xml: 404 Client Error: Not Found for url: https://www.cayey.upr.edu/centro-interdisciplinario-de-desarrollo-estudiantil/oficina-de-servicios-a-estudiantes-con-impedimentos/sitemap.xml
756,University of Puerto Rico-Humacao,https://www.upr.edu/humacao/sitemap.xml,An error occurred while accessing sitemap of https://www.upr.edu/humacao/osei/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprh.edu/osei/sitemap.xml
757,University of Puerto Rico-Utuado,https://www.uprutuado.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprutuado.edu/decanato-estudiantil/oficina-de-servicios-para-estudiantes-con-impedimentos/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprutuado.edu/decanato-estudiantil/oficina-de-servicios-para-estudiantes-con-impedimentos/sitemap.xml
758,University of Puerto Rico-Mayaguez,https://www.uprm.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprm.edu/oseirum/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprm.edu/oseirum/sitemap.xml
759,University of Puerto Rico-Medical Sciences,https://www.rcm.upr.edu/sitemap.xml,An error occurred while accessing sitemap of https://de.rcm.upr.edu/servicios-al-estudiante-con-impedimentos/contactenos/sitemap.xml: 404 Client Error: Not Found for url: https://rcm1.rcm.upr.edu/decanatoestudiantes/servicios-al-estudiante-con-impedimentos/contactenos/sitemap.xml
760,University of Puerto Rico at Ponce,https://www.uprp.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uprp.edu/articulos/estudiantiles/osei/sitemap.xml: 404 Client Error: Not Found for url: https://www.uprp.edu/articulos/estudiantiles/osei/sitemap.xml
761,University of Puerto Rico-Rio Piedras,https://www.uprrp.edu/sitemap.xml,An error occurred while accessing sitemap of https://estudiantes.uprrp.edu/servicios-al-estudiante/osei/sitemap.xml: 404 Client Error: Not Found for url: https://estudiantes.uprrp.edu/servicios-al-estudiante/osei/sitemap.xml
762,College of Micronesia-FSM,An error occurred while accessing sitemap of https://www.comfsm.fm/sitemap.xml: 404 Client Error: Not Found for url: https://www.comfsm.fm/sitemap.xml,An error occurred while accessing sitemap of https://www.comfsm.fm/?q=Special-Assistance-of-Students-with-Disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.comfsm.fm/?q=Special-Assistance-of-Students-with-Disabilities/sitemap.xml
763,University of the Virgin Islands,https://www.uvi.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uvi.edu/student-life/student-affairs/counseling-career-svc/counseling/counseling_services-student_disability_services.aspx/sitemap.xml: 404 Client Error: Not Found for url: https://www.uvi.edu/student-life/student-affairs/counseling-career-svc/counseling/counseling_services-student_disability_services.aspx/sitemap.xml
764,Purdue University-Main Campus,https://www.purdue.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.purdue.edu/drc/sitemap.xml: 404 Client Error: Not Found for url: https://www.purdue.edu/drc/sitemap.xml
765,Collin County Community College District,https://www.collin.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.collin.edu/studentresources/disabilityservices/sitemap.xml: 404 Client Error: Not Found for url: https://www.collin.edu/studentresources/disabilityservices/sitemap.xml
766,Lac Courte Oreilles Ojibwe University,https://www.lco.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.lco.edu/student-right-to-know/sitemap.xml: 404 Client Error: Not Found for url: https://www.lco.edu/student-right-to-know/sitemap.xml
767,University of Massachusetts Global,https://www.umassglobal.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.umassglobal.edu/why-umassglobal/dedicated-support-services/accessible-education/sitemap.xml: 404 Client Error: Not Found for url: https://www.umassglobal.edu/why-umassglobal/dedicated-support-services/accessible-education/sitemap.xml
768,New College of Florida,"An error occurred while accessing sitemap of http://www.ncf.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.ncf.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddbce0>: Failed to resolve 'www.ncf.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.ncf.edu/departments/advocacy-accessibility is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.ncf.edu/departments/advocacy-accessibility%20is%20not%20a%20valid%20website/sitemap.xml
769,Paradise Valley Community College,"An error occurred while accessing sitemap of https://www.paradisevalley.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.paradisevalley.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108db6fd0>: Failed to resolve 'www.paradisevalley.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.paradisevalley.edu/students/disability-resources is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.paradisevalley.edu/students/disability-resources%20is%20not%20a%20valid%20website/sitemap.xml
770,Pennsylvania College of Technology,An error occurred while accessing sitemap of https://www.pct.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.pct.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pct.edu/student-life/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.pct.edu/student-life/disability-services/sitemap.xml
771,Stone Child College,https://www.stonechild.edu/sitemap.xml,https://www.stonechild.edu/sitemap.xml
772,California State University-San Marcos,"An error occurred while validating https://www.csusm.edu: HTTPSConnectionPool(host='www.csusm.edu', port=443): Read timed out. (read timeout=10)","An error occurred while validating https://www.csusm.edu/dss: HTTPSConnectionPool(host='www.csusm.edu', port=443): Read timed out. (read timeout=10)"
773,College of the Marshall Islands,"An error occurred while accessing sitemap of https://www.cmi.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.cmi.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108db74d0>: Failed to resolve 'www.cmi.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))","An error occurred while accessing sitemap of http://www.cmi.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.cmi.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x10d1d7460>: Failed to resolve 'www.cmi.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))"
774,University of Washington-Bothell Campus,https://www.uwb.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwb.edu/student-affairs/drs/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwb.edu/student-affairs/drs/sitemap.xml
775,University of Washington-Tacoma Campus,https://www.tacoma.uw.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.tacoma.uw.edu/drs/sitemap.xml: 404 Client Error: Not Found for url: https://www.tacoma.uw.edu/drs/sitemap.xml
776,Bay Mills Community College,https://www.bmcc.edu/sitemap.xml,An error occurred while accessing sitemap of http://www.bmcc.edu/admissions/admissions/disability-student-services is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://www.bmcc.edu/admissions/admissions/disability-student-services%20is%20not%20a%20valid%20website/sitemap.xml
777,Fond du Lac Tribal and Community College,https://www.fdltcc.edu/sitemap.xml,An error occurred while accessing sitemap of http://fdltcc.edu/student-support/disability-services is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://fdltcc.edu/student-support/disability-services%20is%20not%20a%20valid%20website/sitemap.xml
778,Northwest Indian College,"An error occurred while accessing sitemap of http://www.nwic.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.nwic.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddabe0>: Failed to resolve 'www.nwic.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://www.nwic.edu/student-life/#Accommodations is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.nwic.edu/student-life/#Accommodations%20is%20not%20a%20valid%20website./sitemap.xml
